English,URL
dismiss,https://www.oxfordlearnersdictionaries.com/definition/english/dismiss
disorder,https://www.oxfordlearnersdictionaries.com/definition/english/disorder
display,https://www.oxfordlearnersdictionaries.com/definition/english/display_2
display,https://www.oxfordlearnersdictionaries.com/definition/english/display_1
distant,https://www.oxfordlearnersdictionaries.com/definition/english/distant
distinct,https://www.oxfordlearnersdictionaries.com/definition/english/distinct
distinguish,https://www.oxfordlearnersdictionaries.com/definition/english/distinguish
distract,https://www.oxfordlearnersdictionaries.com/definition/english/distract
distribute,https://www.oxfordlearnersdictionaries.com/definition/english/distribute
distribution,https://www.oxfordlearnersdictionaries.com/definition/english/distribution
district,https://www.oxfordlearnersdictionaries.com/definition/english/district
disturb,https://www.oxfordlearnersdictionaries.com/definition/english/disturb
dive,https://www.oxfordlearnersdictionaries.com/definition/english/dive_2
dive,https://www.oxfordlearnersdictionaries.com/definition/english/dive_1
diverse,https://www.oxfordlearnersdictionaries.com/definition/english/diverse
diversity,https://www.oxfordlearnersdictionaries.com/definition/english/diversity
divide,https://www.oxfordlearnersdictionaries.com/definition/english/divide_2
division,https://www.oxfordlearnersdictionaries.com/definition/english/division
divorce,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_1
divorce,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_2
document,https://www.oxfordlearnersdictionaries.com/definition/english/document_2
domestic,https://www.oxfordlearnersdictionaries.com/definition/english/domestic_1
dominant,https://www.oxfordlearnersdictionaries.com/definition/english/dominant
dominate,https://www.oxfordlearnersdictionaries.com/definition/english/dominate
donation,https://www.oxfordlearnersdictionaries.com/definition/english/donation
dot,https://www.oxfordlearnersdictionaries.com/definition/english/dot_1
downtown,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_2
downtown,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_1
downtown,https://www.oxfordlearnersdictionaries.com/definition/english/downtown_3
downwards,https://www.oxfordlearnersdictionaries.com/definition/english/downwards
dozen,https://www.oxfordlearnersdictionaries.com/definition/english/dozen
dozen,https://www.oxfordlearnersdictionaries.com/definition/english/dozen
draft,https://www.oxfordlearnersdictionaries.com/definition/english/draft_1
draft,https://www.oxfordlearnersdictionaries.com/definition/english/draft_2
drag,https://www.oxfordlearnersdictionaries.com/definition/english/drag_1
dramatic,https://www.oxfordlearnersdictionaries.com/definition/english/dramatic
dramatically,https://www.oxfordlearnersdictionaries.com/definition/english/dramatically
drought,https://www.oxfordlearnersdictionaries.com/definition/english/drought
dull,https://www.oxfordlearnersdictionaries.com/definition/english/dull_1
dump,https://www.oxfordlearnersdictionaries.com/definition/english/dump_1
duration,https://www.oxfordlearnersdictionaries.com/definition/english/duration
dynamic,https://www.oxfordlearnersdictionaries.com/definition/english/dynamic_1
economics,https://www.oxfordlearnersdictionaries.com/definition/english/economics
economist,https://www.oxfordlearnersdictionaries.com/definition/english/economist
edit,https://www.oxfordlearnersdictionaries.com/definition/english/edit_2
edition,https://www.oxfordlearnersdictionaries.com/definition/english/edition
editorial,https://www.oxfordlearnersdictionaries.com/definition/english/editorial_1
efficient,https://www.oxfordlearnersdictionaries.com/definition/english/efficient
efficiently,https://www.oxfordlearnersdictionaries.com/definition/english/efficiently
elbow,https://www.oxfordlearnersdictionaries.com/definition/english/elbow_1
elderly,https://www.oxfordlearnersdictionaries.com/definition/english/elderly
elect,https://www.oxfordlearnersdictionaries.com/definition/english/elect_1
electronics,https://www.oxfordlearnersdictionaries.com/definition/english/electronics
elegant,https://www.oxfordlearnersdictionaries.com/definition/english/elegant
elementary,https://www.oxfordlearnersdictionaries.com/definition/english/elementary
eliminate,https://www.oxfordlearnersdictionaries.com/definition/english/eliminate
elsewhere,https://www.oxfordlearnersdictionaries.com/definition/english/elsewhere
embrace,https://www.oxfordlearnersdictionaries.com/definition/english/embrace_2
emerge,https://www.oxfordlearnersdictionaries.com/definition/english/emerge
emission,https://www.oxfordlearnersdictionaries.com/definition/english/emission
emotional,https://www.oxfordlearnersdictionaries.com/definition/english/emotional
emotionally,https://www.oxfordlearnersdictionaries.com/definition/english/emotionally
emphasis,https://www.oxfordlearnersdictionaries.com/definition/english/emphasis
emphasize,https://www.oxfordlearnersdictionaries.com/definition/english/emphasize
empire,https://www.oxfordlearnersdictionaries.com/definition/english/empire
enable,https://www.oxfordlearnersdictionaries.com/definition/english/enable
encounter,https://www.oxfordlearnersdictionaries.com/definition/english/encounter_2
encounter,https://www.oxfordlearnersdictionaries.com/definition/english/encounter_1
engage,https://www.oxfordlearnersdictionaries.com/definition/english/engage
enhance,https://www.oxfordlearnersdictionaries.com/definition/english/enhance
enjoyable,https://www.oxfordlearnersdictionaries.com/definition/english/enjoyable
enquiry,https://www.oxfordlearnersdictionaries.com/definition/english/enquiry
ensure,https://www.oxfordlearnersdictionaries.com/definition/english/ensure
entertaining,https://www.oxfordlearnersdictionaries.com/definition/english/entertaining
enthusiasm,https://www.oxfordlearnersdictionaries.com/definition/english/enthusiasm
enthusiastic,https://www.oxfordlearnersdictionaries.com/definition/english/enthusiastic
entire,https://www.oxfordlearnersdictionaries.com/definition/english/entire
entirely,https://www.oxfordlearnersdictionaries.com/definition/english/entirely
entrepreneur,https://www.oxfordlearnersdictionaries.com/definition/english/entrepreneur
envelope,https://www.oxfordlearnersdictionaries.com/definition/english/envelope
equal,https://www.oxfordlearnersdictionaries.com/definition/english/equal_3
equip,https://www.oxfordlearnersdictionaries.com/definition/english/equip
equivalent,https://www.oxfordlearnersdictionaries.com/definition/english/equivalent_2
equivalent,https://www.oxfordlearnersdictionaries.com/definition/english/equivalent_1
era,https://www.oxfordlearnersdictionaries.com/definition/english/era
erupt,https://www.oxfordlearnersdictionaries.com/definition/english/erupt
essentially,https://www.oxfordlearnersdictionaries.com/definition/english/essentially
establish,https://www.oxfordlearnersdictionaries.com/definition/english/establish
estate,https://www.oxfordlearnersdictionaries.com/definition/english/estate
estimate,https://www.oxfordlearnersdictionaries.com/definition/english/estimate_2
estimate,https://www.oxfordlearnersdictionaries.com/definition/english/estimate_1
ethic,https://www.oxfordlearnersdictionaries.com/definition/english/ethic
ethical,https://www.oxfordlearnersdictionaries.com/definition/english/ethical
ethnic,https://www.oxfordlearnersdictionaries.com/definition/english/ethnic_1
evaluate,https://www.oxfordlearnersdictionaries.com/definition/english/evaluate
evaluation,https://www.oxfordlearnersdictionaries.com/definition/english/evaluation
even,https://www.oxfordlearnersdictionaries.com/definition/english/even_2
evident,https://www.oxfordlearnersdictionaries.com/definition/english/evident
evil,https://www.oxfordlearnersdictionaries.com/definition/english/evil_1
evil,https://www.oxfordlearnersdictionaries.com/definition/english/evil_2
evolution,https://www.oxfordlearnersdictionaries.com/definition/english/evolution
evolve,https://www.oxfordlearnersdictionaries.com/definition/english/evolve
examination,https://www.oxfordlearnersdictionaries.com/definition/english/examination
exceed,https://www.oxfordlearnersdictionaries.com/definition/english/exceed
exception,https://www.oxfordlearnersdictionaries.com/definition/english/exception
excessive,https://www.oxfordlearnersdictionaries.com/definition/english/excessive
exclude,https://www.oxfordlearnersdictionaries.com/definition/english/exclude
excuse,https://www.oxfordlearnersdictionaries.com/definition/english/excuse_1
excuse,https://www.oxfordlearnersdictionaries.com/definition/english/excuse_2
executive,https://www.oxfordlearnersdictionaries.com/definition/english/executive_2
executive,https://www.oxfordlearnersdictionaries.com/definition/english/executive_1
exhibit,https://www.oxfordlearnersdictionaries.com/definition/english/exhibit_2
exhibit,https://www.oxfordlearnersdictionaries.com/definition/english/exhibit_1
existence,https://www.oxfordlearnersdictionaries.com/definition/english/existence
exit,https://www.oxfordlearnersdictionaries.com/definition/english/exit_1
exotic,https://www.oxfordlearnersdictionaries.com/definition/english/exotic
expansion,https://www.oxfordlearnersdictionaries.com/definition/english/expansion
expectation,https://www.oxfordlearnersdictionaries.com/definition/english/expectation
expense,https://www.oxfordlearnersdictionaries.com/definition/english/expense
expertise,https://www.oxfordlearnersdictionaries.com/definition/english/expertise
exploit,https://www.oxfordlearnersdictionaries.com/definition/english/exploit_1
exploration,https://www.oxfordlearnersdictionaries.com/definition/english/exploration
expose,https://www.oxfordlearnersdictionaries.com/definition/english/expose_1
exposure,https://www.oxfordlearnersdictionaries.com/definition/english/exposure
extend,https://www.oxfordlearnersdictionaries.com/definition/english/extend
extension,https://www.oxfordlearnersdictionaries.com/definition/english/extension
extensive,https://www.oxfordlearnersdictionaries.com/definition/english/extensive
extensively,https://www.oxfordlearnersdictionaries.com/definition/english/extensively
extent,https://www.oxfordlearnersdictionaries.com/definition/english/extent
external,https://www.oxfordlearnersdictionaries.com/definition/english/external
extract,https://www.oxfordlearnersdictionaries.com/definition/english/extract_1
extraordinary,https://www.oxfordlearnersdictionaries.com/definition/english/extraordinary
extreme,https://www.oxfordlearnersdictionaries.com/definition/english/extreme_2
fabric,https://www.oxfordlearnersdictionaries.com/definition/english/fabric
fabulous,https://www.oxfordlearnersdictionaries.com/definition/english/fabulous
facility,https://www.oxfordlearnersdictionaries.com/definition/english/facility
failed,https://www.oxfordlearnersdictionaries.com/definition/english/failed
failure,https://www.oxfordlearnersdictionaries.com/definition/english/failure
faith,https://www.oxfordlearnersdictionaries.com/definition/english/faith_1
fake,https://www.oxfordlearnersdictionaries.com/definition/english/fake_1
fame,https://www.oxfordlearnersdictionaries.com/definition/english/fame
fantasy,https://www.oxfordlearnersdictionaries.com/definition/english/fantasy
fare,https://www.oxfordlearnersdictionaries.com/definition/english/fare_1
fault,https://www.oxfordlearnersdictionaries.com/definition/english/fault_1
favour,https://www.oxfordlearnersdictionaries.com/definition/english/favour_2
feather,https://www.oxfordlearnersdictionaries.com/definition/english/feather_1
federal,https://www.oxfordlearnersdictionaries.com/definition/english/federal
fee,https://www.oxfordlearnersdictionaries.com/definition/english/fee
feed,https://www.oxfordlearnersdictionaries.com/definition/english/feed_2
feedback,https://www.oxfordlearnersdictionaries.com/definition/english/feedback
feel,https://www.oxfordlearnersdictionaries.com/definition/english/feel_2
fellow,https://www.oxfordlearnersdictionaries.com/definition/english/fellow_1
fever,https://www.oxfordlearnersdictionaries.com/definition/english/fever
figure,https://www.oxfordlearnersdictionaries.com/definition/english/figure_2
file,https://www.oxfordlearnersdictionaries.com/definition/english/file_2
finance,https://www.oxfordlearnersdictionaries.com/definition/english/finance_1
finance,https://www.oxfordlearnersdictionaries.com/definition/english/finance_2
finding,https://www.oxfordlearnersdictionaries.com/definition/english/finding
firefighter,https://www.oxfordlearnersdictionaries.com/definition/english/firefighter
firework,https://www.oxfordlearnersdictionaries.com/definition/english/firework
firm,https://www.oxfordlearnersdictionaries.com/definition/english/firm_2
firm,https://www.oxfordlearnersdictionaries.com/definition/english/firm_1
firmly,https://www.oxfordlearnersdictionaries.com/definition/english/firmly
fix,https://www.oxfordlearnersdictionaries.com/definition/english/fix_2
flame,https://www.oxfordlearnersdictionaries.com/definition/english/flame_1
flash,https://www.oxfordlearnersdictionaries.com/definition/english/flash_1
flash,https://www.oxfordlearnersdictionaries.com/definition/english/flash_2
flavour,https://www.oxfordlearnersdictionaries.com/definition/english/flavour_1
flexible,https://www.oxfordlearnersdictionaries.com/definition/english/flexible
float,https://www.oxfordlearnersdictionaries.com/definition/english/float_1
fold,https://www.oxfordlearnersdictionaries.com/definition/english/fold_3
folding,https://www.oxfordlearnersdictionaries.com/definition/english/folding
following,https://www.oxfordlearnersdictionaries.com/definition/english/following_3
fond,https://www.oxfordlearnersdictionaries.com/definition/english/fond
fool,https://www.oxfordlearnersdictionaries.com/definition/english/fool_1
forbid,https://www.oxfordlearnersdictionaries.com/definition/english/forbid
forecast,https://www.oxfordlearnersdictionaries.com/definition/english/forecast_1
forecast,https://www.oxfordlearnersdictionaries.com/definition/english/forecast_2
forgive,https://www.oxfordlearnersdictionaries.com/definition/english/forgive
format,https://www.oxfordlearnersdictionaries.com/definition/english/format_1
formation,https://www.oxfordlearnersdictionaries.com/definition/english/formation
former,https://www.oxfordlearnersdictionaries.com/definition/english/former_1
formerly,https://www.oxfordlearnersdictionaries.com/definition/english/formerly
fortunate,https://www.oxfordlearnersdictionaries.com/definition/english/fortunate
fortune,https://www.oxfordlearnersdictionaries.com/definition/english/fortune
forum,https://www.oxfordlearnersdictionaries.com/definition/english/forum
forward,https://www.oxfordlearnersdictionaries.com/definition/english/forward_2
fossil,https://www.oxfordlearnersdictionaries.com/definition/english/fossil
found,https://www.oxfordlearnersdictionaries.com/definition/english/found
foundation,https://www.oxfordlearnersdictionaries.com/definition/english/foundation
founder,https://www.oxfordlearnersdictionaries.com/definition/english/founder_1
fraction,https://www.oxfordlearnersdictionaries.com/definition/english/fraction
fragment,https://www.oxfordlearnersdictionaries.com/definition/english/fragment_1
framework,https://www.oxfordlearnersdictionaries.com/definition/english/framework
fraud,https://www.oxfordlearnersdictionaries.com/definition/english/fraud
free,https://www.oxfordlearnersdictionaries.com/definition/english/free_3
freedom,https://www.oxfordlearnersdictionaries.com/definition/english/freedom
freely,https://www.oxfordlearnersdictionaries.com/definition/english/freely
frequency,https://www.oxfordlearnersdictionaries.com/definition/english/frequency
frequent,https://www.oxfordlearnersdictionaries.com/definition/english/frequent_1
fuel,https://www.oxfordlearnersdictionaries.com/definition/english/fuel_2
fulfil,https://www.oxfordlearnersdictionaries.com/definition/english/fulfil
full-time,https://www.oxfordlearnersdictionaries.com/definition/english/full-time_2
full-time,https://www.oxfordlearnersdictionaries.com/definition/english/full-time_2
fully,https://www.oxfordlearnersdictionaries.com/definition/english/fully
function,https://www.oxfordlearnersdictionaries.com/definition/english/function_2
fund,https://www.oxfordlearnersdictionaries.com/definition/english/fund_1
fund,https://www.oxfordlearnersdictionaries.com/definition/english/fund_2
fundamental,https://www.oxfordlearnersdictionaries.com/definition/english/fundamental_1
fundamentally,https://www.oxfordlearnersdictionaries.com/definition/english/fundamentally
funding,https://www.oxfordlearnersdictionaries.com/definition/english/funding
furious,https://www.oxfordlearnersdictionaries.com/definition/english/furious
furthermore,https://www.oxfordlearnersdictionaries.com/definition/english/furthermore
gain,https://www.oxfordlearnersdictionaries.com/definition/english/gain_2
gain,https://www.oxfordlearnersdictionaries.com/definition/english/gain_1
gaming,https://www.oxfordlearnersdictionaries.com/definition/english/gaming
gang,https://www.oxfordlearnersdictionaries.com/definition/english/gang_1
gay,https://www.oxfordlearnersdictionaries.com/definition/english/gay_1
gender,https://www.oxfordlearnersdictionaries.com/definition/english/gender
gene,https://www.oxfordlearnersdictionaries.com/definition/english/gene_1
generate,https://www.oxfordlearnersdictionaries.com/definition/english/generate
genetic,https://www.oxfordlearnersdictionaries.com/definition/english/genetic
genius,https://www.oxfordlearnersdictionaries.com/definition/english/genius_1
genre,https://www.oxfordlearnersdictionaries.com/definition/english/genre
genuine,https://www.oxfordlearnersdictionaries.com/definition/english/genuine
genuinely,https://www.oxfordlearnersdictionaries.com/definition/english/genuinely
gesture,https://www.oxfordlearnersdictionaries.com/definition/english/gesture_1
gig,https://www.oxfordlearnersdictionaries.com/definition/english/gig_1
globalization,https://www.oxfordlearnersdictionaries.com/definition/english/globalization
globe,https://www.oxfordlearnersdictionaries.com/definition/english/globe
golden,https://www.oxfordlearnersdictionaries.com/definition/english/golden
goodness,https://www.oxfordlearnersdictionaries.com/definition/english/goodness
gorgeous,https://www.oxfordlearnersdictionaries.com/definition/english/gorgeous
govern,https://www.oxfordlearnersdictionaries.com/definition/english/govern
governor,https://www.oxfordlearnersdictionaries.com/definition/english/governor
grab,https://www.oxfordlearnersdictionaries.com/definition/english/grab_1
grade,https://www.oxfordlearnersdictionaries.com/definition/english/grade_2
gradually,https://www.oxfordlearnersdictionaries.com/definition/english/gradually
grand,https://www.oxfordlearnersdictionaries.com/definition/english/grand_1
grant,https://www.oxfordlearnersdictionaries.com/definition/english/grant_2
grant,https://www.oxfordlearnersdictionaries.com/definition/english/grant_1
graphic,https://www.oxfordlearnersdictionaries.com/definition/english/graphic_1
graphics,https://www.oxfordlearnersdictionaries.com/definition/english/graphics
greatly,https://www.oxfordlearnersdictionaries.com/definition/english/greatly
greenhouse,https://www.oxfordlearnersdictionaries.com/definition/english/greenhouse
grocery,https://www.oxfordlearnersdictionaries.com/definition/english/grocery_1
guarantee,https://www.oxfordlearnersdictionaries.com/definition/english/guarantee_2
guarantee,https://www.oxfordlearnersdictionaries.com/definition/english/guarantee_1
guideline,https://www.oxfordlearnersdictionaries.com/definition/english/guideline
habitat,https://www.oxfordlearnersdictionaries.com/definition/english/habitat_1
handle,https://www.oxfordlearnersdictionaries.com/definition/english/handle_2
handle,https://www.oxfordlearnersdictionaries.com/definition/english/handle_1
harbour,https://www.oxfordlearnersdictionaries.com/definition/english/harbour_1
harm,https://www.oxfordlearnersdictionaries.com/definition/english/harm_1
harm,https://www.oxfordlearnersdictionaries.com/definition/english/harm_2
harmful,https://www.oxfordlearnersdictionaries.com/definition/english/harmful
headquarters,https://www.oxfordlearnersdictionaries.com/definition/english/headquarters
heal,https://www.oxfordlearnersdictionaries.com/definition/english/heal
healthcare,https://www.oxfordlearnersdictionaries.com/definition/english/healthcare
hearing,https://www.oxfordlearnersdictionaries.com/definition/english/hearing
heaven,https://www.oxfordlearnersdictionaries.com/definition/english/heaven
heel,https://www.oxfordlearnersdictionaries.com/definition/english/heel_1
hell,https://www.oxfordlearnersdictionaries.com/definition/english/hell
helmet,https://www.oxfordlearnersdictionaries.com/definition/english/helmet
hence,https://www.oxfordlearnersdictionaries.com/definition/english/hence
herb,https://www.oxfordlearnersdictionaries.com/definition/english/herb_1
hesitate,https://www.oxfordlearnersdictionaries.com/definition/english/hesitate
hidden,https://www.oxfordlearnersdictionaries.com/definition/english/hidden
high,https://www.oxfordlearnersdictionaries.com/definition/english/high_3
highway,https://www.oxfordlearnersdictionaries.com/definition/english/highway
hilarious,https://www.oxfordlearnersdictionaries.com/definition/english/hilarious
hip,https://www.oxfordlearnersdictionaries.com/definition/english/hip_1
hire,https://www.oxfordlearnersdictionaries.com/definition/english/hire_2
historian,https://www.oxfordlearnersdictionaries.com/definition/english/historian
hold,https://www.oxfordlearnersdictionaries.com/definition/english/hold_2
hollow,https://www.oxfordlearnersdictionaries.com/definition/english/hollow_1
holy,https://www.oxfordlearnersdictionaries.com/definition/english/holy
homeless,https://www.oxfordlearnersdictionaries.com/definition/english/homeless
honesty,https://www.oxfordlearnersdictionaries.com/definition/english/honesty
honour,https://www.oxfordlearnersdictionaries.com/definition/english/honour_1
honour,https://www.oxfordlearnersdictionaries.com/definition/english/honour_2
hook,https://www.oxfordlearnersdictionaries.com/definition/english/hook_1
hopefully,https://www.oxfordlearnersdictionaries.com/definition/english/hopefully
host,https://www.oxfordlearnersdictionaries.com/definition/english/host_2
house,https://www.oxfordlearnersdictionaries.com/definition/english/house_2
household,https://www.oxfordlearnersdictionaries.com/definition/english/household
housing,https://www.oxfordlearnersdictionaries.com/definition/english/housing
humorous,https://www.oxfordlearnersdictionaries.com/definition/english/humorous
humour,https://www.oxfordlearnersdictionaries.com/definition/english/humour_1
hunger,https://www.oxfordlearnersdictionaries.com/definition/english/hunger_1
hunt,https://www.oxfordlearnersdictionaries.com/definition/english/hunt_2
hunting,https://www.oxfordlearnersdictionaries.com/definition/english/hunting
hurt,https://www.oxfordlearnersdictionaries.com/definition/english/hurt_3
hypothesis,https://www.oxfordlearnersdictionaries.com/definition/english/hypothesis
icon,https://www.oxfordlearnersdictionaries.com/definition/english/icon
id,https://www.oxfordlearnersdictionaries.com/definition/english/id_2
ideal,https://www.oxfordlearnersdictionaries.com/definition/english/ideal_2
identical,https://www.oxfordlearnersdictionaries.com/definition/english/identical
illusion,https://www.oxfordlearnersdictionaries.com/definition/english/illusion
illustrate,https://www.oxfordlearnersdictionaries.com/definition/english/illustrate
illustration,https://www.oxfordlearnersdictionaries.com/definition/english/illustration
imagination,https://www.oxfordlearnersdictionaries.com/definition/english/imagination
immigration,https://www.oxfordlearnersdictionaries.com/definition/english/immigration
immune,https://www.oxfordlearnersdictionaries.com/definition/english/immune
impatient,https://www.oxfordlearnersdictionaries.com/definition/english/impatient
implement,https://www.oxfordlearnersdictionaries.com/definition/english/implement_1
implication,https://www.oxfordlearnersdictionaries.com/definition/english/implication
imply,https://www.oxfordlearnersdictionaries.com/definition/english/imply
impose,https://www.oxfordlearnersdictionaries.com/definition/english/impose
impress,https://www.oxfordlearnersdictionaries.com/definition/english/impress
impressed,https://www.oxfordlearnersdictionaries.com/definition/english/impressed
incentive,https://www.oxfordlearnersdictionaries.com/definition/english/incentive
inch,https://www.oxfordlearnersdictionaries.com/definition/english/inch_1
incident,https://www.oxfordlearnersdictionaries.com/definition/english/incident_1
income,https://www.oxfordlearnersdictionaries.com/definition/english/income
incorporate,https://www.oxfordlearnersdictionaries.com/definition/english/incorporate
incorrect,https://www.oxfordlearnersdictionaries.com/definition/english/incorrect
increasingly,https://www.oxfordlearnersdictionaries.com/definition/english/increasingly
independence,https://www.oxfordlearnersdictionaries.com/definition/english/independence_1
index,https://www.oxfordlearnersdictionaries.com/definition/english/index_1
indication,https://www.oxfordlearnersdictionaries.com/definition/english/indication
industrial,https://www.oxfordlearnersdictionaries.com/definition/english/industrial
inevitable,https://www.oxfordlearnersdictionaries.com/definition/english/inevitable
inevitably,https://www.oxfordlearnersdictionaries.com/definition/english/inevitably
infection,https://www.oxfordlearnersdictionaries.com/definition/english/infection
infer,https://www.oxfordlearnersdictionaries.com/definition/english/infer
inflation,https://www.oxfordlearnersdictionaries.com/definition/english/inflation
info,https://www.oxfordlearnersdictionaries.com/definition/english/info
inform,https://www.oxfordlearnersdictionaries.com/definition/english/inform
infrastructure,https://www.oxfordlearnersdictionaries.com/definition/english/infrastructure
inhabitant,https://www.oxfordlearnersdictionaries.com/definition/english/inhabitant
inherit,https://www.oxfordlearnersdictionaries.com/definition/english/inherit
initial,https://www.oxfordlearnersdictionaries.com/definition/english/initial_1
initially,https://www.oxfordlearnersdictionaries.com/definition/english/initially
initiative,https://www.oxfordlearnersdictionaries.com/definition/english/initiative
ink,https://www.oxfordlearnersdictionaries.com/definition/english/ink_1
inner,https://www.oxfordlearnersdictionaries.com/definition/english/inner
innovation,https://www.oxfordlearnersdictionaries.com/definition/english/innovation
innovative,https://www.oxfordlearnersdictionaries.com/definition/english/innovative
input,https://www.oxfordlearnersdictionaries.com/definition/english/input_1
inquiry,https://www.oxfordlearnersdictionaries.com/definition/english/inquiry
insert,https://www.oxfordlearnersdictionaries.com/definition/english/insert_1
insight,https://www.oxfordlearnersdictionaries.com/definition/english/insight
insist,https://www.oxfordlearnersdictionaries.com/definition/english/insist
inspector,https://www.oxfordlearnersdictionaries.com/definition/english/inspector
inspire,https://www.oxfordlearnersdictionaries.com/definition/english/inspire
install,https://www.oxfordlearnersdictionaries.com/definition/english/install
installation,https://www.oxfordlearnersdictionaries.com/definition/english/installation
instance,https://www.oxfordlearnersdictionaries.com/definition/english/instance_1
instant,https://www.oxfordlearnersdictionaries.com/definition/english/instant_1
instantly,https://www.oxfordlearnersdictionaries.com/definition/english/instantly
institute,https://www.oxfordlearnersdictionaries.com/definition/english/institute_1
institution,https://www.oxfordlearnersdictionaries.com/definition/english/institution
insurance,https://www.oxfordlearnersdictionaries.com/definition/english/insurance
integrate,https://www.oxfordlearnersdictionaries.com/definition/english/integrate
intellectual,https://www.oxfordlearnersdictionaries.com/definition/english/intellectual_1
intended,https://www.oxfordlearnersdictionaries.com/definition/english/intended
intense,https://www.oxfordlearnersdictionaries.com/definition/english/intense
interact,https://www.oxfordlearnersdictionaries.com/definition/english/interact
interaction,https://www.oxfordlearnersdictionaries.com/definition/english/interaction
internal,https://www.oxfordlearnersdictionaries.com/definition/english/internal
interpret,https://www.oxfordlearnersdictionaries.com/definition/english/interpret
interpretation,https://www.oxfordlearnersdictionaries.com/definition/english/interpretation
interrupt,https://www.oxfordlearnersdictionaries.com/definition/english/interrupt
interval,https://www.oxfordlearnersdictionaries.com/definition/english/interval
invade,https://www.oxfordlearnersdictionaries.com/definition/english/invade
invasion,https://www.oxfordlearnersdictionaries.com/definition/english/invasion
investigation,https://www.oxfordlearnersdictionaries.com/definition/english/investigation
investment,https://www.oxfordlearnersdictionaries.com/definition/english/investment
investor,https://www.oxfordlearnersdictionaries.com/definition/english/investor
isolate,https://www.oxfordlearnersdictionaries.com/definition/english/isolate
isolated,https://www.oxfordlearnersdictionaries.com/definition/english/isolated
issue,https://www.oxfordlearnersdictionaries.com/definition/english/issue_2
jail,https://www.oxfordlearnersdictionaries.com/definition/english/jail_1
jail,https://www.oxfordlearnersdictionaries.com/definition/english/jail_2
jet,https://www.oxfordlearnersdictionaries.com/definition/english/jet_1
joint,https://www.oxfordlearnersdictionaries.com/definition/english/joint_1
joint,https://www.oxfordlearnersdictionaries.com/definition/english/joint_2
journalism,https://www.oxfordlearnersdictionaries.com/definition/english/journalism
joy,https://www.oxfordlearnersdictionaries.com/definition/english/joy
judgement,https://www.oxfordlearnersdictionaries.com/definition/english/judgement
junior,https://www.oxfordlearnersdictionaries.com/definition/english/junior_1
jury,https://www.oxfordlearnersdictionaries.com/definition/english/jury
justice,https://www.oxfordlearnersdictionaries.com/definition/english/justice
justify,https://www.oxfordlearnersdictionaries.com/definition/english/justify
kit,https://www.oxfordlearnersdictionaries.com/definition/english/kit_1
labour,https://www.oxfordlearnersdictionaries.com/definition/english/labour_1
ladder,https://www.oxfordlearnersdictionaries.com/definition/english/ladder_1
landing,https://www.oxfordlearnersdictionaries.com/definition/english/landing
landscape,https://www.oxfordlearnersdictionaries.com/definition/english/landscape_1
lane,https://www.oxfordlearnersdictionaries.com/definition/english/lane
largely,https://www.oxfordlearnersdictionaries.com/definition/english/largely
lately,https://www.oxfordlearnersdictionaries.com/definition/english/lately
latest,https://www.oxfordlearnersdictionaries.com/definition/english/latest_2
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_2
launch,https://www.oxfordlearnersdictionaries.com/definition/english/launch_1
leadership,https://www.oxfordlearnersdictionaries.com/definition/english/leadership
leaflet,https://www.oxfordlearnersdictionaries.com/definition/english/leaflet_1
league,https://www.oxfordlearnersdictionaries.com/definition/english/league
lean,https://www.oxfordlearnersdictionaries.com/definition/english/lean_1
leave,https://www.oxfordlearnersdictionaries.com/definition/english/leave_2
legend,https://www.oxfordlearnersdictionaries.com/definition/english/legend
lens,https://www.oxfordlearnersdictionaries.com/definition/english/lens
level,https://www.oxfordlearnersdictionaries.com/definition/english/level_3
licence,https://www.oxfordlearnersdictionaries.com/definition/english/licence
lifetime,https://www.oxfordlearnersdictionaries.com/definition/english/lifetime
lighting,https://www.oxfordlearnersdictionaries.com/definition/english/lighting
likewise,https://www.oxfordlearnersdictionaries.com/definition/english/likewise
limitation,https://www.oxfordlearnersdictionaries.com/definition/english/limitation
limited,https://www.oxfordlearnersdictionaries.com/definition/english/limited
line,https://www.oxfordlearnersdictionaries.com/definition/english/line_2
literally,https://www.oxfordlearnersdictionaries.com/definition/english/literally
literary,https://www.oxfordlearnersdictionaries.com/definition/english/literary
litre,https://www.oxfordlearnersdictionaries.com/definition/english/litre
litter,https://www.oxfordlearnersdictionaries.com/definition/english/litter_1
lively,https://www.oxfordlearnersdictionaries.com/definition/english/lively
load,https://www.oxfordlearnersdictionaries.com/definition/english/load_1
load,https://www.oxfordlearnersdictionaries.com/definition/english/load_2
loan,https://www.oxfordlearnersdictionaries.com/definition/english/loan_1
logical,https://www.oxfordlearnersdictionaries.com/definition/english/logical_1
logo,https://www.oxfordlearnersdictionaries.com/definition/english/logo
long-term,https://www.oxfordlearnersdictionaries.com/definition/english/long-term_2
long-term,https://www.oxfordlearnersdictionaries.com/definition/english/long-term_1
loose,https://www.oxfordlearnersdictionaries.com/definition/english/loose_1
lord,https://www.oxfordlearnersdictionaries.com/definition/english/lord_1
